id,name,streetAddress,postalAddress,email,addressHeadOffice,tel,cell,fax,businessType,registeredNum,vatNum,Contact Person,registeredName,commencementDate,statusId,comment
870,St Elmos Willow Way,404 Lynnwood Rd  Willow Way Shopping Cntre  Willows,St. Elmos 1133  P/Bag X29  Lynnwood Ridge,,,8072793,,,SNACK,,,,,10/1/04,2,
1107,St George Hotel,"Plot 58,  Doornkloof Agr. Holding",P.O. Box 27710  Sunnyside,finance@stgeorge.co.za,,011-316 1254,,011-316 5542,OTHER,,,,,6/1/92,2,
652,Star Diners,680 Rubesnstein Drive,P.O. Box 1297  Garsfontein  0042,,,012-9970643,,012-9974924,SNACK,,,,,4/1/04,0,
756,Station Hyper Chicken & Viva Tuckshop,546 Paul Kruger Str  Pta,P.O. Box 19752  Pretoria West,,,3283417,,,SNACK,,,,,,-1,
593,Station Self Service,48 Botha Ave,,,,012-6645345,,,CAFE,,,,,1/1/97,2,
1009,Station Steakhouse,Old Station Building  Cullinan,,,,"7,341,099",,,REST,,,,,1/1/98,0,
434,Statues Restaurant Hatfield,1065 Arcadia Str  Hatfied  Pta,P.O.Box 13703  Sinoville  0129,,,012-3420474,,,REST,,,,,1/2/01,2,
435,Status Restaurant,Hardie Miller Str  Rosstaz Centre,P.O.Box 911368  Rosslyn   0020,,,012-5413025,,,REST,,,,,1/1/84,2,
598,Ste Elmos Lyttelton,Cnr Rabie & Glover Str,P.O.Box 8967  Centurion  0046,,,,,,SNACK,,,,Desert Moon Trding 124                            ,8/10/04,2,
436,Steak & Ale,66 Botha Ave  Lyttelton,P.O.Box 15504  Lyttelton,,,012-6645155,,,REST,,,,66 Botha Ave Lyttelton cc                         ,12/15/95,2,
1004,Steakout Grills,Waterfall Mall   Rustenburg,P.O. Box 7016  Rustenburg,,,014-5920766,,,REST,,,,,10/1/01,2,
453,Steers & Church's Chicken Greenland Village,63 13th Ave  Menlo Park  Pta   0081,,,,012-3461379,,,REST,,,,,11/20/02,2,
459,Steers & Fishaways Glenfair,Cnr Daventry & Lynnwood Rd,,,,012-3610443,,,SNACK,,,,Proflix cc                                        ,,2,
456,Steers & Fishaways Wierda Park,482 Theunis Van Niekerk Str  Wierda Park Ext 2  Shopping Centre,P.O.Box 54747  Wierdapark  0149,,011-3153000,012-6534099,,6534099,SNACK,,,,,1/1/94,2,sanrey@absamail.co.za
437,Steers Atterbury,Shop 8.1 Atterbury Value Mart  Atterbury Rd  Faerie Glen,P.O.Box 73384  Lynnwoodridge  0040,,,012-9917845,,012-9917846,REST,,,,Lois Restaurant cc                                ,10/1/01,2,
1151,Steers Brooklyn,Shop 146 Brooklyn Mall Cntr  Fehrsen & Middle Streets  New Muckleneuk  Pta,P.O. Box 17256  Pretoria North  0116,,,"4,602,162","865,699,925",012-5463611,SNACK,,,,,12/1/07,2,
438,Steers Centurion,Centurion Centre Shop 57,P.O.Box 2543  Brooklyn Square  ,,,012-6632104,,012-6632104,SNACK,,,,Jalepeno Food Industries cc                       ,,2,
705,Steers Centurion Mall,Shop 137  Embankment Rd,,,,012-6631204,,,REST,,,,Sacrosanct Investements (Pty) Ltd                 ,11/1/04,2,
1458,Steers Del Judor Witbank,"Cnr Louise & Geringre Str,  Del Judor  Witbank",P.O. Box 4017  Witbank,dries.marx@mweb.co.za,,013-697 1009,,013-692 4676,SNACK,,,,Del Judor Serbice Centre (Pty) Ltd                ,12/10/10,2,
439,Steers Eastwood Village,Cnr Pretorius & Eastwood   Arcadia  Pta,P.O.Box 11633  Selccurt   1567,,,,,,REST,,,,High Echeleon Trading 181 cc                      ,8/14/03,0,
440,Steers Elarduspark,51 Barnard Str  Elarduspark  ,P.O.Box 11048  Erasmuskloof,,,012-3453249,,,SNACK,,,,,,2,
441,Steers Eldoraigne,Cnr Frederik & Saxby   Eldoraigne  Centurion,P.O.Box 8157  Halfway House  1685,,,012-6549296,,,SNACK,,,,,3/1/01,2,
442,Steers Faerie Glen,Hans Strydom & Old Farm Rd  Glen Village Centre  Faerie Glen,P.O.Box 38653  Faerie Glen,,,012-9911075,,,SNACK,,,,,8/1/00,2,
957,Steers Fishaways Glen Village,"Cnr Hans Strydom & Olympus,   Faierie Glen  Pta",P.O. Box 100953  Moreleta Plaza  0167,,,9912612,,,FISH,,,,Chikeree Trading (Pty) Ltd                        ,2/1/06,2,
1200,Steers Gezina,Shop 6 Vista Do Sol Cntr  Cnr Flowers & Voortrekker,P.O. Box 2122  Pretoria  0001,steersgezina@telkomsa.net,,"3,299,392",,,SNACK,,,,,12/1/05,2,
443,Steers Hatfield,1119 Burnette Street  Hatfield,P.O.Box 11699,,,012-36269486,,012-3626486,SNACK,,,,,4/12/02,2,
928,Steers Kiosk Pierre Van Ryneveld (Total),Cnr Mustang & Van Ryneveld Ave  Pierre Van Ryneveld  Centurion,P.O. Box 60600  Pierre Van Ryneveld  0045,PURPETROL@MWEB.CO.ZA,,"6,620,408",,"6,620,368",SNACK,,,,Mafelelo Filling Station                          ,8/15/03,2,
444,Steers Kolonade,Cnr Dr Van Der Merwe & Zambesi  Shop 32/33 Kollonade Centre  Montana,Postnet Suite 404  Private Bage X 4  Menlo Park  0102,steerskol@telkomsa.net,,012-5480777,,"5,480,777",SNACK,,,,Golden Tattoo Trading                             ,7/1/04,2,
445,Steers Lyttelton,Selburn Business Centre,P.O.Box 38919,,,012-9934325,,,SNACK,,,,,9/1/99,2,
931,Steers Menlyn Park,Atterbury Rd  shop UF 37  Menlyn Shopping Centre,P.O. Box 1251  Menlyn Park  0063,CHRIS@BRONKHOGROUP.CA.ZA,,"3,681,625",,"3,681,625",SNACK,,,,Rodtrade Five                                     ,11/1/04,2,
1322,Steers Monument Park,Shop 3 Monumnet Park Shopping Centre,P.O. Box 75291  Lynnwood Ridge  0040,wpeacock@worldonline.co.za,,012-4600864,,012-4601335,SNACK,,,,Winspire 48cc                                     ,4/1/09,2,
446,Steers Petroport,Danie Joubert Freeway,P.O.Box 14884  Sinoville,,,012-4571257,,,SNACK,,,,,12/1/94,2,
447,Steers Pta North,Gerrit Maritz Str  Pta North,P.O.Box 9426  Pta  0001,,,012-5656716,,,-1,,,,,9/23/02,2,
1242,Steers Pta West,327 Church Str  Pta West  Pta,P.O. Box 19795  Pretoria West  Pretoria,mohsin@kitkatgroup.com,,"3,276,991",,"3,278,954",REST,,,,,1/1/99,2,
448,Steers Queenswood,Shop 11   Whittle Lane  Queenswood  0043,,,,012-333669,,,REST,,,,,11/1/02,2,
1288,Steers Rosenhaven,N4 Highway   Diamond Hill Plaza,P.O. Box 2340  Bronkhorstspruit,n4rose@peg.co.za,,013-932 1818,,012-932 1809,REST,,,,,1/1/99,2,
449,Steers Rustenburg,Shop D2   Wolmarans Dr  Rustenburg,,,,014-5924418,,012-5922635,SNACK,,,,Hotdeb Pizza cc                                   ,6/1/00,2,
770,Steers s/side - Walker Str,Cnr Walker & Bourke Str  Sunnyside,Private Bag X 16  Weltevredenpark  1715,,,"3,434,066",,,SNACK,,,,,8/15/04,2,
1387,Steers Saveways Witbank,Shop 5 Saveways Mall  Witbank,P.O. Box 1532  Middelburg  1050,barend@shellultracity.co.za,,013-243 9622,,013-243 9621,REST,,,,Rinsa (Pty) Ltd                                   ,11/1/09,2,
450,Steers Silverton,Cnr 193 Pretoria & Fakkel Str  Silverton  Pta,P.O.Box 2098  Silverton  0127,,,012-8041791,,,REST,,,,Tamala foods                                      ,1/1/95,2,
1194,Steers Soshanguve,"Shop 208,  Buitekant Rd  Soshanguve Plaza",as above,steerssoshanguve@telkomsa.net,,"7,903,879",,"7,903,879",REST,,,,Nyandano Trading                                  ,11/21/06,2,
1323,Steers Sunnypark,Cnr Esselen & Jeppe Str  Sunnypark Shopping Centre  Sunnyside  Pretoria,,steers.cunnypark@vodamail.co.za,,012-3417858,,,REST,,,,Foodec Retail & Investment cc                     ,11/14/08,2,
451,Steers Sunnyside,190 Esselen Str  Sunnyside,As above,,,012-4409757,,,REST,,,,,10/1/02,2,
748,Steers The Reeds,Mall @ Reds Shop #76  Hendrik Verwoerd 7 Rooihuiskraal Dr  Rooihuiskraal  Centurion,,,,012-6568933,,,SNACK,,,,Chimill Caterers cc                               ,10/1/04,2,
452,Steers Tukkies,Aula Building  University of Pta  Lynnwood Rd,P.O.Box 95279  Waterkloof  0145,,,012-3623411,,,SNACK,,,,Caljan Trading cc                                 ,2/1/01,2,
1269,Steers Van Der Walt,Shop 1 Premium Towers  Cnr Pretorius.Van Der Walt  Pretoria,P.O. Box 73355  Lynnwood Ridge  0041,steersvdw@mweb.co.za,,012-3210067,,012-3210067,REST,,,,,6/1/08,2,
454,Steers Waterfall Mall,Shop 74  Waterfall Mall Shopping Centre,Postnet Suite 626  Private Bag X 82329  Rustenburg  0300,,,014-5373383,,012-53773383,REST,,,,                                                  ,6/16/00,2,
455,Steers Waterglen,Cnr Louis Botha & Garsfontein  Waterglen Shop Centre,P.O.Box 915-1018  Faerie Glen  0043,,,012-9983739/9981046,,012-9983739,SNACK,,,,Double Helde Video cc                             ,8/1/99,2,
458,Steers Wonderboom,Shop No 1  WonderPlaza Shopping Centre  517 De Beer Str,P.O.Box 35876  Menlo Park  0102,,,012-3358353,,012-3351810,REST,,,,Barend Meij cc                                    ,7/1/02,2,
1526,Steers Wonderboom Junction,Cnr Lavender/Braam Pretorius Str  Annlin  Wonderboom Junction,Private Bag X16  Weltevreden park  1715,steerswonderoom@yahoo.com,,012-543 1045,,012-543 1045,-1,,,,Dinegro Holdings                                  ,11/1/08,2,
953,Steers Wonderpark,Wonderpark Centre  C/o Old Britz & Heinrich Str  Akasia,P.O. Box 471  Wapadrand  0052,debfa@polka.co.za,,"5,490,293",,"5,490,273",REST,,,,Winter Breexe Trading (Pty) Ltd                   ,12/1/05,2,
1218,Steers Zambesi Junction,Shop 25  Cnr Breedt & Zambesi Rd,,STEERS JUNCTION@ZAMBEZI.CO.ZA,,"5,483,796",,"5,485,938",SNACK,,,,,11/16/07,2,
679,Steers/Debonairs - Glen Village,Shop 17-19  Glen Village South,,,,,,,SNACK,,,,Hurrican Food                                     ,12/1/03,2,
457,Steers/Debonairs Witbank,Cnr Swartbos & President Rd  Witbank,P.O.Box 8161  Die Heuwel  Die Witbank  1042,,,013-6565663,,,SNACK,,,,MZN Kommunikasie                                  ,8/11/97,2,
1135,Steers/Fishaways Celtisridge,Celtis Ridge Shoping Cntr  Cnr Ruimte & Seedcracker Str  Celtisdal  Centurion,P.O. Box 12276  Clubview  0014,incacaterers@webdomline.co.za,,"6,542,400",,866719719,SNACK,,,,,2/28/07,2,
1466,Steers/Fishaways Wierdapark,"Shop 2 Wierdapark  Theunis Van Niekerk Str  Wierdapark,  Centurion",P.O. Box 11412  Wierdapark South  0057  ,guidoensusan@gmail.com,,012-653 4099/1425,,012-653 4099,SNACK,,,,Biotrace Trading 124 Pty Ltd                      ,1/3/11,2,
667,Stefano's Restaurand & pizzeria,509 Pretorius Str  Pencadia Bld  Arcadia,Same as physical,,,012-4409792,,,REST,,,,,11/1/04,2,
1036,Stefanos Restaurant,Old Mutual Building  Pretorius Str  Pta,P.O. Box 2034  Brooklyn Square  Pta,,,"4,409,792",,,REST,,,,,7/1/02,2,
1553,Stephnie's Restaurant,Cnr Lynnwood & Deventry Rd,P.O. Box 35878  Menlo Park,bookings@stephnies.co.za,,012-348 8943,,"866,431,178",REST,,,,Steph's restaurant                                ,5/20/11,2,
1460,Stone Lion Cafe,1071 Burnette Str  Hatfield,,,,012-3620100,,,REST,,,,Bamboo Havewn cc                                  ,3/1/10,2,PREVIOUSLY COOL RUNNINGS
729,stones Pub & Grill,Cnr Cuckoo 7 Watervalrant Cashan   Rustenburg  0299,P.O. Box 4489  Rustenburg  0300,,,,,,FUNC,,,,Vetotrade 120cc                                   ,8/20/04,2,
555,Stop and Look Cafe,Schurmannslaan 437  Pta Tuine  0082,Posbus 49915  Hercules  0030,,,012-3771290,,,CAFE,,,,,5/1/04,2,
1273,Strydfontein Supermarket & Restaurant,613 President Steyn Str  Pretoria North,Box 845  Silverton  0127,,,,,012-8036959,REST,,,,,4/1/09,2,
989,Subway,Kolonnade Centre  Zambesi Drive  Montana,P.O. Box 18  The Reedz  0061,,,"5,483,953",,"5,483,779",-1,,,,,1/1/06,2,
1493,Succulent Decor,Shop 263 Woodlands Boulevad  Garsfontein Drive  Pretorius Park  Pretoria,P.O. Box 576  Irene  0062,info@succulentdecor.co.za,,012-997 2181,,"866,855,951",CAFE,,,,,,2,
1297,Sunflowers,21 Hokard  Valhalla  Pretoria  0185,P.O. Box 21463  Valhalla  0137,,,012-654 0764,,012-654 0764,OTHER,,,,,,2,
460,Sunnyhill Superette,284 Braam Pretorius St,P.O.Box 38206  Faerie Glen  0043,,,012-5673260,,,CAFE,,,,,1/1/96,2,now with FMW Absolute Labour Hire &  Solutions Services cc
461,Sunset Boulevard Coffee Connection,Cnr President & Swartbosweg,Suite 12  P/Sak X7260  Witbank,,,013-6901326,,,REST,,,,The Gossip Coffee Shop cc                         ,4/1/95,2,
871,Sunset Lapa,Shop 2C   Crescent Cntre  Lenchen Ave South,,,,,,,-1,,,,,1/1/02,2,
462,Sunshine Supermarket,599 Moot Str  Daspoort,,,,,,,CAFE,,,,,1/1/01,2,
1261,Super Bake & Take Foods,189 6th Avenue  Laudium  0037,,,,012-374 2991,,012-374 2991,OTHER,,,,,11/1/08,2,
463,Super C Pub & Grill,Shop D10 Mamelodi Crossing  Mamelodi West,,,,,,,OTHER,,,,,6/1/03,2,
464,Super Seven Supermarket,355A Zasm Str  Waltloo  Pta,P.O.Box 14191  Laudium  0037,,,012-8038472,,,OTHER,,,,Kalson Whl                                        ,6/1/93,2,
916,Supreme Take Away,Nedbank Centre Shop No 3  Federika Str  Gezina,,,,,,,CAFE,,,,,1/2/06,2,
466,T & K Restaurant,Block 4348  Temba  Hammanskraal,P.O.Box 60  Temba,,,012-7172790,,,REST,,,,,1/1/89,2,
1394,T.H. Superette & Take Aways,Cnr Rode Marry & Diana,,,,,,,-1,,,,Gondal Traders                                    ,3/1/10,2,
668,Tacoma Spur & Panarottis,No 1 Chris Hani Drive  Forever Resorts  Bela Bela,Postnet Suite 87  Private Bag X 1604  Bela Bela 0480,,,014-7365142,,014-7365142,REST,,,,Huntex 87 (Pty) Ltd                               ,12/13/04,2,
465,Taj Mahal,Southlake Centre   Cnr Lenchen Ave/North & South Rd  Centurion  ,P.O.Box 10800  Centurion  0046,,,012-6430031,,,REST,,,,The Oriental Indian Rest Pty Ltd                  ,9/1/02,2,
1146,Tama Take-Aways,Flo-Mia Building  Haig Street  Witbank  1035,P.O.Box 10548  Staalveld  1043,,,013-656 1097,,013-656 1097,SNACK,,,,,3/1/08,2,
1174,Tan Malie Se Winkel,Cnr Hartbeespoort/Rustenburg Damwall,P.O. Box 1921  Hartbeespoort,,,"2,530,778",,"2,530,697",REST,,,,,1/1/85,2,
1639,Tanny Eagle Spur,Shop 3 South Down  Cnr John Vorster & Karee  Irene,P.O. Box 194  Petersfield  1566,tannyeaglespur@telkomsa.net,,012-665 0000,,012-665 0306,REST,,,,Zeda Trading                                      ,7/4/11,2,
467,Taormina Restaurant,645 Jaqueline Drive  Garsfontein,P.O.Box 39129  Garsfontein  Pta East,,,012-9999204,,012-9988036,REST,,,,,,2,
1578,Tarana Indian Restaurant Centurion,Mall @ Reds   Cnr Hendric Verwoerd & Rooihuiskraal   Centurion,,tranna.adil@gmail.com,,126567402,,,REST,,,,Ghazee Trading cc                                 ,7/1/12,2,
653,Tasneens Restaurant,Chris Hani Drive  Aventura Resort,P.O. Box 40   Radium   0483,,,014-7366444,,014-7362268,REST,,,,,1/1/03,2,
468,Taste Food Emporium,279 Dey Str,P.O.Box 32960  Glenstantia,,,012-460 7181,,012-4507038,REST,,,,Bella Food Emporium                               ,12/15/01,2,
469,Taverners Village,350 Jacob Mare Str,,,,012-3221795,,3221795,REST,,,,,7/1/99,2,
874,Tea Time Treats,,P.O. Box 30582  Wonderboompoort  0033,,,3186491,,,-1,,,,Klinikala Cafeteria                               ,,-1,
470,Temba City Bakery,Shop B52   Temba City Shopping Centre,P.O.Box 49  Temba,,,012-7196138,,,OTHER,,,,,,2,
872,Tempo  T/Away,552 Mitchel Str,,,,3272652,,,FISH,,,,,1/1/95,2,
1426,Thabang Take Aways Fast Foods,179 Van Der Stel Building,P.O. Box 14083   Sinoville,,,,,,-1,,,,,6/1/10,2,
471,Thabiso Restaurant,6892-1 Section T  Mamelodi West  Pta,,,,012-8050499,,,REST,,,,,2/1/03,2,
1113,Thandai Food Services-Erasmuskloof,Cnr Nossop & Jaccumins   Erasmuskloof,P.O. Box 2735  randburg  2125,,,117076676,,011-7877095,FUNC,,,,2002/023065/07                                    ,,2,
1112,Thandani Food Services - Visagie,389 Cnr Schubart & Visagie  Pta,P.O. Box 2735  Randburg  2125,,,011-787 6676,,011-7877095,FUNC,,,,Wavelenghtsh 207 (Pty) Ltd                        ,6/1/07,2,
1388,Thandani Food Services Arcadia,84 Beatrix Str  Arcadia,,william@thandani.co.za,,012-334 2106,,,OTHER,,,,Wave lenghts 207 (Pty) Ltd                        ,5/1/10,2,
1157,That Place,180 Lenchen Ave'  Lyttelton,P.O.Box 514  Irene  0062,MARGS@THAT-PLACE.CO.ZA,,"6,440,901",,"6,440,901",REST,,,,Buc's Rest                                        ,9/1/07,2,
1111,The Barell and Grill,Rietfontein Pavillion,,,,,,,-1,,,,,,0,
472,The Batter Boys Catering,First Ave 16  Heatherdale,P.O.Box 60704,,,012-5422136/7/8,,,FUNC,,,,,1/2/00,2,
1309,The Bean Bag Cafe Bar,Burnett Str  Hatfield,,,,012-362 2177,,012-362 8102,REST,,,,,1/1/10,2,
1127,The Blue Room,146 Kerstraat,1208 Moulton Ave,michealj@worldonline.co.za,,"3,266,966",,"3,266,966",-1,,,,,1/1/07,2,
901,The Blue Sofa Coffee Shop,Wonderpark Shopping Centre  Shop 117,,,,5494972,,,OTHER,,,,,,2,
1389,The Brazen Head Centurion,"Shop 2A, Gateway Plaza  Corner Saren Baard & Old Jhb Rd  Rooihuiskraal  Centurion",,centurion,,011-661 1441,,,-1,,,,,2/1/10,2,
1610,The Brazen Head Willows,"Shop 4, Willow Way Cntr",P.O. Box 14702  Sinoville  0129,j:benade@absamail.co.za,,012-807 3509,,"866,693,260",REST,,,,,3/26/09,2,
992,The Breadwinner,Shop A7 Oriental Plaza   Pta,P.O. Box 13325  ,,,3236618,,,OTHER,,,,,3/1/00,2,
473,The Cape Catch,Jewel Str  Laudium,,,,012-3741884,,,FISH,,,,,12/1/02,2,
1233,The Chambers Restaurant,"VWL Building,  Cnr Vermeulen & Paul Kruger Str  Pretirua",P.O. Box 15211  Sinoville  0129,starplex150@telkomsa.net,,,,,REST,,,,,,2,
556,The Coffee Shop,Plot 254 Old Rustenburg Rd  Zandfontein  Brits,P.O.Box 655  Brits  0250,,,012-2580159,,,REST,,,,,2/1/04,2,
1106,The Cornish Kettle,c/o Cornwood & Nelmapius Ave  Irene,P.O. Box 31055  Totiusdal  0134,dameon@icon.co.za,,"6,672,883",,,REST,,,,Freestyle Communications                          ,1/1/07,2,
474,The crazy Nut,299 Dey Str  New Nuckleneuk  pta,P.O.Box 1521   Brooklyn Aquare  0075,,,012-4602874,,,REST,,,,,1/1/97,2,
475,The Crooked Lum,Plot 14  Lynnwood Rd  Die Wilgers  ,172 Postnet   Private Bag X 844  Silverton,,,012-8072041,,,REST,,,,,12/1/01,2,
706,The Dairy Restuarant,149 Jacob Mare Str,,,,012-3244996,,,-1,,,,,,2,
1237,The Dockside Porterhouse,Cnr Theunis Johnson Str  Witbank,"P.O. Box 13496  Leraatsfontein,  1038",marynasmith@mweb.co.za,,013-6971066,,013-6971061,REST,,,,Highland Mews Restaurant cc                       ,,2,
476,The Famous Butchers Grill,Cnr Cliff & Muskejaat   Waterkloof Ridge X 2,P.O.Box 14654  Hatfield  0028,,,012-3479970,,012-3478486,REST,,,,Izanda Traders                                    ,2/16/02,0,
477,The Fat Cuban,Shop 147 Brooklyn Mall  343 Middle Str  Brooklyn,P.O.Box 529   Groenkloof  0027,,,012-3466534,,,REST,,,,Denim Barn cc                                     ,1/1/01,2,
1549,The Fish & Chip Co Gezina,302 Voortrekker Rd  gezina,P.O. Box 26419  Arcadia   0007,,,012-756 2680,,866249158,-1,,,,Retro Espresso cc                                 ,2/1/12,2,
1528,The Fish & Chip Co Glen Village,Cnr Hans Strydom/  Olympus   Faerie Glen,P.O. Box 39355  Garsfontein East,sempue@xsinet.co.za,,012-991 7650,,,FISH,,,,,11/2/11,2,
1445,The fish & Chip Co Karen Park,Shop 21 Karen Park Crossing  Cnr Daffodil & Heindrich Ave  Karen Park,,rubben@webmail.co.za,,,,"866,082,734",FISH,,,,Tshehia Developoers & Logistics                   ,9/16/10,2,
1450,The Fish & Chip Co Mabopane,Central City Mall,,tinykau@yahoo.com,,,,"865,287,911",REST,,,,,9/15/10,2,
1444,The Fish & Chip Co Magalieskruin,Shop 8A Montana Corner  C/o Zambesi Dr & Dr Swanepoel Rd  Magalieskruin  0182,P.O. Box 3231  Montanapark  0159,hein82@gmail.com,,,"798,379,566",,-1,,,,NJL Boerdery cc                                   ,10/28/10,2,
1521,The Fish & Chip Co Prinsloo,Kynoch Building Shop 18  Cnr Church & Prinsloo Str  Pretoria,,tshabalala.themba@rocketmail.com,,012-323 9147,,,FISH,,,,,,-1,
1478,The Fish & Chip co Sancardia,Cnr Beatrix & Church Str  Arcadia,P.O. Box 6129  Halfway House,lmaistry@telkomsa.net,,012-3260894,,012-3260894,FISH,,,,,6/1/11,2,
1517,The Fish & Chips Co Southdowns,John Vorster & Karee Streets  Southdowns  Centurion,P.O. Box 31611  Kyalami  1684,davidpooe@vodamail.co.za,,,,,FISH,,,,Quantum Space Wellness                            ,7/15/11,2,
1449,The Fish & Chips co Sunnypark,Cnr Esselen & Jeppe Str  Sunnypark,P.O. Box 13679  Laudium  0037,,,012-341 2188,"723,158,636",,FISH,,,,RZT Zelpy 4259 (Pty)Ltd                           ,8/3/10,2,
1562,The Fish & Chips Co Watermeyer,100 Pretoria & Watermeyer Rd,P.O. Box 57296  Arcadia  0007,khumalogugu561@gmail.com,,012-803 8221,,012-803 8221,FISH,,,,Thugu Trading cc                                  ,7/7/12,2,
1504,The Fish & Chips Wierda Park,Shoprite Centre  Cnr Springbok & Willem Botah Ave  Wierda Park,Box 4504  The Reeds  0158,fccwierdapark@redpole.co.za,,012-751 9959,,"865,545,098",FISH,,,,Redpole Technologies cc                           ,8/22/11,2,
478,The Flying Dutchman,53 Van Staden Str  Rustenburg CBD  0298,P.O.Box 5634  Rustenburg  0300,,,014-5924673,,,REST,,,,,1/1/96,2,
479,The Godfather,Shop 2 Biello Centre  Cnr Heuwe. & Lenchen Str,P.O.Box 7321   Centurion  2046,,,012-6631859,,,REST,,,,J&S Restauranteurs cc                             ,1/1/91,2,
1390,The Golf Firm,Jakobus Opperman Str 52  Thaba Tshwane,P.O. Box 914016  Thaba Tshwane,caterer@servicesgolf.co.za,,012-651 0015,,012-651 4413,SNACK,,,,,6/1/07,2,
1391,The Good Life Irene,Shop 387 Southdowns Shopping Centre  Irene,"P.O. Box 66527  Highveld,  0169",thegoodlife@mweb.co.za,,012-665 1966,,"866,394,554",REST,,,,Rohan Foods cc                                    ,3/1/09,2,
480,The Good Life Rest Delicatressen Bakkery,5 Morgenster Centre  Main rd  Irene,P.O.Box 11766  Centurion  0046,,,012-6673276,,,REST,,,,No 11 Devoncrest Property Holdings cc             ,6/29/01,2,
481,The Grill Club,6 Bluegum Ave  Eldoryn Str  Centurion,P.O.Box 71599  The Willow  0041,nadine@northernpersonnel.co.za,,012-3681460,,,REST,,,,Hardland Trading                                  ,12/8/00,2,
927,The Grill Zone,337 Esselen Str  Sunnyside  Pra,,,,"3,430,906",,,REST,,,,,1/1/06,2,
482,The Grilled Peri-Peri Chicken,5808 Zone 4  Ga-rankuwa,,,,011-4851776,,,REST,,,,,1/1/03,2,
483,The GrillHouse,Kubone & Sekhukulu Str  5868 Section Q,P.O.Box 673  Witkoppen,,,,,,SNACK,,,,,9/1/01,2,
484,The Hot Issue,190 Esselen Str  Sunnyside  Pta,,,,,,,OTHER,,,,Anthex Investments cc                             ,3/1/02,2,
1427,The Indian Coffee Bar,Cnr Church & Beatrix Str  Arcadia,,findbobby2004@yahoo.com,,012-325 4420,,,OTHER,,,,,8/2/10,2,
752,The Jambalaya Room,Cnr Muriel & Gen Louis Botha Ave  Garsfontein,P.O. Box 11907  Hatfield  0028,,,3610162,,,REST,,,,,,0,
485,The Keg Elarduspark,Cnr Boeing & Piering Str  Elarduspark  ,P.O.Box 4040  Rietvleirand,,,012-3455480,,,REST,,,,,11/11/99,2,
486,The Lemon Tree Tea Garden,95 Oak Ave  Cullinan,P.O.Box 222  Rayton  1001,,,012-7340778,,,REST,,,,,1/1/99,2,
610,The Lunch Box,565 Gerrit Maritz  Pta North  0182,same as physical,,,012-5654938,,,SNACK,,,,Silver Star 341c                                  ,8/1/04,2,
1392,The Meating Place,70 Van Der Walt & Struben,P.O.  Box 7853  Pretoria,,,,"720,351,998",,-1,,,,China Xhang Trading cc                            ,,-1,
873,The Munch Box,Van Velden Str  Brits,P.O. Box 426  Ifafi,,,2521968,,,SNACK,,,,,10/16/02,2,
943,The Old Mill Restaurant,Cnr Brakfontein & Ashford Str  Midstream  1692,Postenet Suite #9  Private Bag X1007  Lyttelton  0140,,,6611094,,6611979,REST,,,,Bergvallei Master Growers (Pty) Ltd               ,11/5/05,2,
600,The Olive Espresso Sandwich Bar,"Shop 17, 343 Pretorius Str  Momentum Centre  Pta CBD  ",,theolive@citywalk.co.za,,012-3223045,,,REST,,,,,5/1/00,2,
1208,The Original Fishmonger,Shop 21 Lifestyle Centre  Cliff Lane & Muskgaat  Waterkloof Ridge,P.O. Box 908861  Montana,w/klooffishmonger@telkomsa.net,,"3,473,562",,"3,473,562",FISH,,,,Da Silva Superette cc                             ,,-1,
488,The Pickel Barrel,,P.O.Box 14237  Leraatsfontein,,,013-6923906,,013-6923906,SNACK,,,,,5/23/02,2,
487,The Pickle Barrel,Shoprite Centre 11,P.O.Box 14237  Leraatsfontein,,,012-6923906,,,SNACK,,,,,4/26/04,2,
875,The Pie Shoppe,48 Berg Str  Rusteburg  0299,,,,014-5927276,,,-1,,,,Damnal Rest cc                                    ,,-1,
721,The Pizza Box Monument Park,Skilpad Str  Monument Park  Pta,P.O. Box 25718  Monument Park  0105,,,012-4600836,,,SNACK,,,,,9/1/95,2,
1393,The Place Menlyn,Cnr Louis & Garsfontein Rds,P.O. Box 38263  Garsfontein  0042,the-place@lantic.net,,012-348 9086,,012-348 9666,REST,,,,GMJM Hospitality Services (Pty) Ltd               ,8/1/09,2,
489,The Purple Cow,,P.O.Box 5976,,,,,,OTHER,,,,,12/1/02,2,
207,The Red Cherry Cafe,1081 Burnett tr  Hatfield,P.O.Box 92462  Mooikloof   0059,,,012-3626074,,,REST,,,,M2 Coffee Shop cc                                 ,5/5/03,2,
490,The Red Olive,Shop 294  Brooklyn Mall,Postnet Suite 72  Private Bage X01  Queenswood,,,012-3460223,,,REST,,,,RHB Financial Services                            ,12/3/02,0,
491,The Royal Dutchman,Augrabies Rd 1  Waterfall Mall  Rustenburg,P.O.Box 5634  Rusteburg  0300,,,014-5373886,,,REST,,,,The Hucky Duck cc                                 ,3/18/99,2,
492,The Side Walk Cafe,Shop 24 Sanlam Centre  Klipfontein  Witbank,P.O.Box 14260  Leraatsfontein  1038,,,013-6561750,,013-6903010,REST,,,,,3/1/02,2,
493,The Sin Bin Cafe,Cnr Kirkness & Park Str  Arcadia,391 Eastwood   Arcadia,,,012-3411669,,012-3439684,REST,,,,,2/2/03,2,
